#Total number of fault_segments=     6
#Fault_segment =   1 nx(Along-strike)=  10 Dx=  6.00km ny(downdip)=   7 Dy=  6.00km
#Boundary of Fault_segment     1
#Lon.  Lat.  Depth
       37.24270       37.55590        0.60923
       36.99370       37.06560        0.60923
       36.77980       37.13430       35.94310
       37.02890       37.62460       35.94310
       37.24270       37.55590        0.60923
#Lat. Lon. depth slip rake strike dip t_left t_right    (rise_time=t_left+t_right),sliprate,time
    37.5399    37.2200     2.6877   461.2200   -25.7136   202.0000    60.0000     2.4000     6.0000     0.5491    16.7703
    37.4899    37.1946     2.6877   586.6895   -44.7724   202.0000    60.0000     2.4000     9.6000     0.4889     8.9443
    37.4399    37.1691     2.6877    82.6405   -44.4349   202.0000    60.0000     1.2000     2.4000     0.2296     7.4111
    37.3898    37.1437     2.6877    36.4348   -44.9488   202.0000    60.0000     1.2000     2.4000     0.1012     7.4569
    37.3398    37.1183     2.6877   350.6624   -38.2130   202.0000    60.0000     1.2000     4.8000     0.5844     6.8721
    37.2898    37.0929     2.6877   236.2564   -41.2421   202.0000    60.0000     3.6000     3.6000     0.3281     4.2000
    37.2398    37.0675     2.6877    64.4412   -21.3009   202.0000    60.0000     2.4000     2.4000     0.1343     4.4721
    37.1897    37.0421     2.6877    82.2707    30.8021   202.0000    60.0000    10.8000     1.2000     0.0686     7.0569
    37.1397    37.0167     2.6877    89.4128    34.9484   202.0000    60.0000     1.2000     8.4000     0.0931    10.2111
    37.0897    36.9912     2.6877    59.8213    39.8221   202.0000    60.0000     7.2000     1.2000     0.0712    12.7443
    37.5500    37.1885     7.8839   467.1672   -44.9259   202.0000    60.0000     3.6000    10.8000     0.3244    14.9980
    37.5000    37.1631     7.8839   699.3146   -44.5862   202.0000    60.0000    12.0000    10.8000     0.3067     9.8462
    37.4500    37.1377     7.8839   252.5979   -24.0559   202.0000    60.0000     1.2000     2.4000     0.7017     6.1246
    37.4000    37.1123     7.8839   185.6474    -4.7762   202.0000    60.0000     1.2000     2.4000     0.5157     3.2721
    37.3499    37.0869     7.8839   262.5428   -23.4252   202.0000    60.0000     2.4000     1.2000     0.7293     3.8284
    37.2999    37.0615     7.8839   219.3625   -29.7365   202.0000    60.0000     1.2000     2.4000     0.6093     3.0000
    37.2499    37.0360     7.8839    88.1103   -40.0636   202.0000    60.0000     1.2000     1.2000     0.3671     2.8284
    37.1998    37.0106     7.8839    86.3344    -1.3948   202.0000    60.0000     9.6000     2.4000     0.0719     5.8721
    37.1498    36.9852     7.8839    55.3681    43.5963   202.0000    60.0000     4.8000     4.8000     0.0577     9.5246
    37.0998    36.9598     7.8839    10.3581     9.4116   202.0000    60.0000     6.0000    10.8000     0.0062    12.2462
    37.5602    37.1571    13.0800   224.4130   -44.9464   202.0000    60.0000     6.0000     1.2000     0.3117    15.0000
    37.5101    37.1317    13.0800   380.9504   -44.0128   202.0000    60.0000    12.0000     1.2000     0.2886    11.0000
    37.4601    37.1062    13.0800   200.3141   -43.7296   202.0000    60.0000     7.2000     7.2000     0.1391     7.2000
    37.4101    37.0808    13.0800   102.6135    44.7613   202.0000    60.0000     4.8000     4.8000     0.1069     4.0000
    37.3600    37.0554    13.0800    81.3820   -24.7828   202.0000    60.0000     1.2000     2.4000     0.2261     2.6000
    37.3100    37.0300    13.0800   142.9089     3.4043   202.0000    60.0000     1.2000     2.4000     0.3970     0.0000
    37.2600    37.0046    13.0800     0.7901   -14.6663   202.0000    60.0000     2.4000    12.0000     0.0005     2.2000
    37.2099    36.9792    13.0800     8.6095   -25.7124   202.0000    60.0000     8.4000     1.2000     0.0090     5.4000
    37.1599    36.9538    13.0800    47.8576     7.1736   202.0000    60.0000     6.0000     2.4000     0.0570     8.6000
    37.1099    36.9283    13.0800    56.4004     2.9665   202.0000    60.0000     3.6000     1.2000     0.1175    11.6000
