0.0003356481481481,2023-02-06T13:24:29.570000Z,37.444865,37.146859,6.26,3.1
0.0013078703703703,2023-02-06T13:25:53.720000Z,37.178654,36.942273,3.04,3.2
0.0065162037037037,2023-02-06T13:33:23.700000Z,37.533203,37.202759,12.61,4.4
0.0085416666666666,2023-02-06T13:36:18.910000Z,37.458403,37.176827,6.48,3.2
0.0105671296296296,2023-02-06T13:39:13.040000Z,37.333675,36.924512,10.94,4.1
0.0165856481481481,2023-02-06T13:47:53.520000Z,37.310559,37.016532,6.54,3.4
0.0194791666666666,2023-02-06T13:52:03.370000Z,38.249447,38.220056,10.56,3.9
0.0204629629629629,2023-02-06T13:53:28.250000Z,37.567472,37.14694,22.89,3.4
0.0353125,2023-02-06T14:14:51.590000Z,37.384143,36.858553,10.14,3.8
0.0394560185185185,2023-02-06T14:20:49.800000Z,38.24338,38.187858,3.53,3.9
0.0407523148148148,2023-02-06T14:22:41.090000Z,38.244731,38.22793,10.36,4.1
0.0422337962962963,2023-02-06T14:24:49.480000Z,37.515816,37.220227,12.77,4.4
0.0492013888888888,2023-02-06T14:34:51.590000Z,37.581681,37.286434,8.92,3.0
0.0542013888888888,2023-02-06T14:42:03.280000Z,37.855892,38.225521,1.68,4.0
0.0605671296296296,2023-02-06T14:51:13.970000Z,38.064103,38.484465,3.42,4.7
0.0722916666666666,2023-02-06T15:08:06.760000Z,37.966626,37.627067,7.99,4.2
0.0722916666666666,2023-02-06T15:08:06.900000Z,37.96453,37.617257,10.21,4.3
0.0767592592592592,2023-02-06T15:14:32.920000Z,37.98704,37.661812,2.36,4.7
0.0816087962962963,2023-02-06T15:21:31.370000Z,37.50415,37.20059,13.18,3.9
0.0846180555555555,2023-02-06T15:25:51.900000Z,37.463265,37.182255,10.47,-2.2
0.0877430555555555,2023-02-06T15:30:21.980000Z,37.992419,37.631254,8.62,3.3
0.0899305555555555,2023-02-06T15:33:30.820000Z,38.211637,38.175122,9.1,5.7
